ubicacion,actualizado_dt,actas_contabilizadas_pct,global_contabilizadas,global_jee,global_pendientes,candidato_o_tipo,agrupacion,porcentaje_valido,porcentaje_emitido,cantidad_votos,electores_habiles,asistentes_totales,ausentes_totales,pendientes_totales,lat,lon
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.851,1.543,290538,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.582,1.319,248327,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.301,1.085,204236,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.379,2.817,530487,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111242,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.752,0.627,117985,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.841,0.701,132062,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.151,8.463,1593643,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.894,6.581,1239230,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.346,6.125,1153274,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,539288,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.86,0.717,135054,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140549,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150612,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.13,0.942,177384,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9104,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10705,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13553,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16327,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93500,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,77048,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.338,63574,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61726,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.13,0.942,177384,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.856,0.714,134435,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.752,0.627,117985,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111242,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.317,59774,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59454,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38219,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30625,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.841,0.701,132062,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.346,6.125,1153274,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.894,6.581,1239230,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:35:00,93.022,86293,5343.0,1130.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.151,8.463,1593643,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20275,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21741,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25424,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:25:00,93.022,86293,5343.0,1130.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29380,27325432,18830228,6467657.0,2027547.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29382,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,77063,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.338,63582,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61730,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.379,2.817,530557,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.851,1.543,290588,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.582,1.319,248371,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.301,1.085,204258,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10706,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16330,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.075,9.233,1738890,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.929,9.945,1873002,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.317,59780,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59466,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38223,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30630,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.063,14.226,2679162,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25426,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21742,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20281,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.714,134485,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.841,0.701,132085,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117988,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111250,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13555,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.974,9.983,1880136,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.894,6.581,1239378,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.151,8.463,1593901,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.131,0.943,177552,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150629,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.896,0.747,140617,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.86,0.717,135076,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,539352,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.346,6.124,1153409,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9105,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 12:55:00,93.042,86311,5393.0,1062.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93521,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93526,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,77070,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.338,63586,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61733,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.379,2.817,530597,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.851,1.543,290610,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.582,1.319,248380,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.301,1.085,204260,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16331,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13555,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10706,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9105,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.714,134491,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.841,0.701,132089,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117988,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111261,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.152,8.463,1594004,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.894,6.581,1239459,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.346,6.124,1153475,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,539381,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16331,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13555,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10706,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9105,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.131,0.943,177555,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150632,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.896,0.747,140624,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.86,0.717,135089,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.152,8.463,1594004,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.894,6.581,1239459,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.346,6.124,1153475,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,539381,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93526,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,77070,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.338,63586,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61733,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29384,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25428,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21743,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:05:07,93.046,86315,5393.0,1058.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20281,27325432,18834327,6469843.0,2021262.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29384,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25428,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21743,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20281,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29384,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25428,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21743,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:15:07,93.046,86315,5393.0,1058.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20281,27325432,18834327,6470116.0,2020989.0,,
TODOS,2026-04-16 13:25:06,93.046,86315,5393.0,1058.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.064,14.226,2679334,27325432,18834327,6470116.0,2020989.0,,
