ubicacion,actualizado_dt,avance_actas_pct,actas_contabilizadas,actas_pendientes,actas_jee,total_actas,votantes_ausentes_est,votantes_emitidos_pendientes_est,votantes_emitidos_jee_est,votantes_validos_pendientes_est,votantes_validos_jee_est,candidato_o_tipo,agrupacion,porcentaje_valido_base,porcentaje_valido_usado_prior,votos_proyectados_faltantes,votos_proyectados_pendientes,votos_proyectados_jee,observacion
CORONGO,2026-04-17 18:08:40,0.963,26,0,1,27,87.93,0.0,146.51,0.0,109.34,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.035,0.013,0.0,0.0,0.0,Data real
CORONGO,2026-04-17 18:08:40,0.963,26,0,1,27,87.93,0.0,146.51,0.0,109.34,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.035,0.095,0.0,0.0,0.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,27.97,27.966,1102.0,0.0,1102.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,14.595,14.596,575.0,0.0,575.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,11.579,11.582,456.0,0.0,456.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,10.902,10.911,430.0,0.0,430.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,9.619,9.623,379.0,0.0,379.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,4.269,4.283,169.0,0.0,169.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3.581,3.597,142.0,0.0,142.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.869,1.863,73.0,0.0,73.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1.73,1.737,68.0,0.0,68.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1.567,1.562,62.0,0.0,62.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.519,1.517,60.0,0.0,60.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1.265,1.255,49.0,0.0,49.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.244,1.254,49.0,0.0,49.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0.951,0.944,37.0,0.0,37.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.857,0.849,33.0,0.0,33.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.812,0.809,32.0,0.0,32.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.737,0.73,29.0,0.0,29.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.734,0.731,29.0,0.0,29.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.716,0.707,28.0,0.0,28.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.631,0.623,25.0,0.0,25.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.619,0.612,24.0,0.0,24.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.284,0.284,11.0,0.0,11.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.26,0.265,10.0,0.0,10.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.257,0.263,10.0,0.0,10.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.226,0.234,9.0,0.0,9.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.199,0.193,8.0,0.0,8.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.178,0.175,7.0,0.0,7.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.175,0.166,7.0,0.0,7.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.16,0.175,7.0,0.0,7.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.097,0.094,4.0,0.0,4.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.088,0.084,3.0,0.0,3.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.079,0.08,3.0,0.0,3.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.079,0.077,3.0,0.0,3.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.079,0.077,3.0,0.0,3.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.048,0.058,2.0,0.0,2.0,Data real
HUARI,2026-04-17 18:08:40,0.8939,295,0,35,330,4746.61,0.0,4893.87,0.0,3939.67,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.027,0.023,1.0,0.0,1.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,40.884,40.724,307.0,0.0,307.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,13.253,13.192,99.0,0.0,99.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,7.881,7.82,59.0,0.0,59.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.076,7.031,53.0,0.0,53.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,5.017,5.057,38.0,0.0,38.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,4.83,4.752,36.0,0.0,36.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3.463,3.319,25.0,0.0,25.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2.602,2.484,19.0,0.0,19.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,2.003,2.077,16.0,0.0,16.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.123,1.197,9.0,0.0,9.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1.067,1.121,8.0,0.0,8.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,1.011,1.035,8.0,0.0,8.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.936,1.012,8.0,0.0,8.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.88,0.912,7.0,0.0,7.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,0.861,0.879,7.0,0.0,7.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,0.786,0.73,6.0,0.0,6.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0.693,0.61,5.0,0.0,5.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.693,0.765,6.0,0.0,6.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.58,0.691,5.0,0.0,5.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.543,0.628,5.0,0.0,5.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.524,0.628,5.0,0.0,5.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.505,0.567,4.0,0.0,4.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.393,0.325,2.0,0.0,2.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.356,0.39,3.0,0.0,3.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.3,0.33,2.0,0.0,2.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.3,0.302,2.0,0.0,2.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.3,0.252,2.0,0.0,2.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.281,0.375,3.0,0.0,3.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.243,0.2,2.0,0.0,2.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.187,0.065,0.0,0.0,0.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.112,0.159,1.0,0.0,1.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.094,0.119,1.0,0.0,1.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.075,0.065,0.0,0.0,0.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.075,0.123,1.0,0.0,1.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.037,0.065,0.0,0.0,0.0,Data real
CARLOS FERMÍN FITZCARRALD,2026-04-17 18:08:40,0.8772,50,0,7,57,703.2,0.0,1106.36,0.0,753.56,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.037,0.0,0.0,0.0,0.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,29.604,29.569,992.0,0.0,992.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10.425,10.436,350.0,0.0,350.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,9.891,9.872,331.0,0.0,331.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,8.947,8.942,300.0,0.0,300.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,7.468,7.439,250.0,0.0,250.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,5.498,5.475,184.0,0.0,184.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,4.535,4.543,152.0,0.0,152.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,3.919,3.915,131.0,0.0,131.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2.756,2.744,92.0,0.0,92.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2.445,2.457,82.0,0.0,82.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,2.354,2.344,79.0,0.0,79.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2.131,2.115,71.0,0.0,71.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.323,1.326,44.0,0.0,44.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.255,1.268,43.0,0.0,43.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.995,1.007,34.0,0.0,34.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.766,0.744,25.0,0.0,25.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.739,0.745,25.0,0.0,25.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.643,0.661,22.0,0.0,22.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.547,0.566,19.0,0.0,19.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.538,0.552,19.0,0.0,19.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.52,0.53,18.0,0.0,18.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.488,0.502,17.0,0.0,17.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.31,0.298,10.0,0.0,10.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.301,0.306,10.0,0.0,10.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.242,0.235,8.0,0.0,8.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.214,0.2,7.0,0.0,7.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.205,0.205,7.0,0.0,7.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.193,6.0,0.0,6.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.16,0.165,6.0,0.0,6.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.16,0.171,6.0,0.0,6.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.119,0.135,5.0,0.0,5.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.114,0.118,4.0,0.0,4.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.1,0.098,3.0,0.0,3.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.055,0.063,2.0,0.0,2.0,Data real
CASMA,2026-04-17 18:08:40,0.8671,124,0,19,143,1109.52,0.0,4353.45,0.0,3353.95,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.032,0.037,1.0,0.0,1.0,Data real
