ubicacion,actualizado_dt,avance_actas_pct,actas_contabilizadas,actas_pendientes,actas_jee,total_actas,votantes_ausentes_est,votantes_emitidos_pendientes_est,votantes_emitidos_jee_est,votantes_validos_pendientes_est,votantes_validos_jee_est,candidato_o_tipo,agrupacion,porcentaje_valido_base,porcentaje_valido_usado_prior,votos_proyectados_faltantes,votos_proyectados_pendientes,votos_proyectados_jee,observacion
PIURA,2026-04-17 18:08:09,0.9083,1980,0,200,2180,12435.8,0.0,46502.73,0.0,36710.45,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.124,0.0,0.0,0.0,0.0,Data real
PIURA,2026-04-17 18:08:09,0.9083,1980,0,200,2180,12435.8,0.0,46502.73,0.0,36710.45,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.12,0.0,0.0,0.0,0.0,Data real
PIURA,2026-04-17 18:08:09,0.9083,1980,0,200,2180,12435.8,0.0,46502.73,0.0,36710.45,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.109,0.031,12.0,0.0,12.0,Data real
PIURA,2026-04-17 18:08:09,0.9083,1980,0,200,2180,12435.8,0.0,46502.73,0.0,36710.45,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.069,0.001,0.0,0.0,0.0,Data real
PIURA,2026-04-17 18:08:09,0.9083,1980,0,200,2180,12435.8,0.0,46502.73,0.0,36710.45,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.064,0.0,0.0,0.0,0.0,Data real
PIURA,2026-04-17 18:08:09,0.9083,1980,0,200,2180,12435.8,0.0,46502.73,0.0,36710.45,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.036,0.0,0.0,0.0,0.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,26.381,26.522,801.0,0.0,801.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,13.936,14.108,426.0,0.0,426.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,10.356,10.643,321.0,0.0,321.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,9.021,9.009,272.0,0.0,272.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7.102,6.914,209.0,0.0,209.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3.721,4.022,121.0,0.0,121.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,3.702,3.711,112.0,0.0,112.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,3.479,3.368,102.0,0.0,102.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.276,3.412,103.0,0.0,103.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.137,3.338,101.0,0.0,101.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,2.161,2.034,61.0,0.0,61.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.911,1.879,57.0,0.0,57.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.879,1.759,53.0,0.0,53.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1.661,1.604,48.0,0.0,48.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1.14,0.996,30.0,0.0,30.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1.006,1.119,34.0,0.0,34.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.827,1.118,34.0,0.0,34.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.567,0.39,12.0,0.0,12.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.563,0.418,13.0,0.0,13.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.521,0.385,12.0,0.0,12.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.448,0.399,12.0,0.0,12.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.433,0.243,7.0,0.0,7.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.387,0.285,9.0,0.0,9.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.365,0.466,14.0,0.0,14.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.359,0.516,16.0,0.0,16.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.274,0.215,6.0,0.0,6.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.262,0.256,8.0,0.0,8.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.245,0.193,6.0,0.0,6.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.216,0.402,12.0,0.0,12.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.139,0.096,3.0,0.0,3.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.129,0.019,1.0,0.0,1.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.107,0.131,4.0,0.0,4.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.103,0.0,0.0,0.0,0.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.1,0.02,1.0,0.0,1.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.059,0.012,0.0,0.0,0.0,Data real
PAITA,2026-04-17 18:08:09,0.9514,333,0,17,350,974.67,0.0,3967.71,0.0,3018.36,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.027,0.0,0.0,0.0,0.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,22.174,22.271,1110.0,0.0,1110.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,13.8,13.925,694.0,0.0,694.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.223,11.426,570.0,0.0,570.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,8.967,8.966,447.0,0.0,447.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,6.601,6.817,340.0,0.0,340.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,6.378,6.398,319.0,0.0,319.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",4.805,4.948,247.0,0.0,247.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,3.805,3.671,183.0,0.0,183.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.072,3.164,158.0,0.0,158.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,2.791,2.717,135.0,0.0,135.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,2.597,2.516,125.0,0.0,125.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.798,1.719,86.0,0.0,86.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.508,1.486,74.0,0.0,74.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1.234,1.196,60.0,0.0,60.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.037,0.921,46.0,0.0,46.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1.0,1.076,54.0,0.0,54.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.831,0.734,37.0,0.0,37.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.731,0.605,30.0,0.0,30.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.646,0.84,42.0,0.0,42.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.595,0.701,35.0,0.0,35.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.468,0.434,22.0,0.0,22.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.467,0.4,20.0,0.0,20.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.45,0.417,21.0,0.0,21.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.418,0.435,22.0,0.0,22.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.373,0.498,25.0,0.0,25.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.343,0.246,12.0,0.0,12.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.319,0.386,19.0,0.0,19.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.303,0.211,11.0,0.0,11.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.263,0.224,11.0,0.0,11.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.248,0.196,10.0,0.0,10.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.214,0.21,10.0,0.0,10.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.164,0.135,7.0,0.0,7.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.125,0.052,3.0,0.0,3.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.115,0.008,0.0,0.0,0.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.08,0.049,2.0,0.0,2.0,Data real
TALARA,2026-04-17 17:46:56,0.9231,360,0,30,390,2241.66,0.0,6453.81,0.0,4984.46,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.057,0.003,0.0,0.0,0.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,37.331,37.509,3511.0,0.0,3511.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,14.037,14.186,1328.0,0.0,1328.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,7.869,8.101,758.0,0.0,758.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,6.244,6.226,583.0,0.0,583.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,5.783,6.044,566.0,0.0,566.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,5.288,5.126,480.0,0.0,480.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,3.863,3.873,363.0,0.0,363.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2.781,2.948,276.0,0.0,276.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2.667,2.779,260.0,0.0,260.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.808,1.708,160.0,0.0,160.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.639,1.532,143.0,0.0,143.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.635,1.536,144.0,0.0,144.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.226,1.197,112.0,0.0,112.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1.059,1.154,108.0,0.0,108.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.876,0.826,77.0,0.0,77.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.559,0.412,39.0,0.0,39.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.532,0.773,72.0,0.0,72.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.522,0.4,37.0,0.0,37.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.458,0.589,55.0,0.0,55.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.42,0.576,54.0,0.0,54.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.391,0.307,29.0,0.0,29.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.381,0.267,25.0,0.0,25.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.341,0.182,17.0,0.0,17.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.322,0.28,26.0,0.0,26.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.309,0.305,29.0,0.0,29.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.284,0.163,15.0,0.0,15.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.252,0.335,31.0,0.0,31.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.2,0.134,13.0,0.0,13.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.195,0.146,14.0,0.0,14.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.176,0.14,13.0,0.0,13.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.136,0.156,15.0,0.0,15.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.109,0.0,0.0,0.0,0.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.108,0.064,6.0,0.0,6.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.1,0.008,1.0,0.0,1.0,Data real
SULLANA,2026-04-17 18:08:40,0.9399,845,0,54,899,3294.17,0.0,12448.96,0.0,9359.83,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.056,0.017,2.0,0.0,2.0,Data real
